‘ª’èŽžŠÔ	T1Raw	T2Raw	T3Raw	T4Raw	
     20404	-0.00306790	-0.01530843	0.34095554	0.10226510	
     20405	-0.01595267	-0.02432777	-0.07490049	-0.00886605	
     20406	-0.01176512	0.00981687	0.16926591	-0.14898790	
     20407	-0.01079876	0.04653846	0.15219359	0.08132734	
     20408	0.02141316	-0.00918817	-0.05106367	-0.02432777	
     20409	0.05330297	-0.00693333	-0.14254552	-0.19215187	
     20410	0.03333157	-0.05106367	-0.42890940	-0.08391983	
     20411	0.01078323	-0.04590976	-0.34161514	-0.05879453	
     20412	0.02656707	-0.06588115	-0.34322573	-0.03978949	
     20413	0.01722561	0.00208601	-0.09680459	-0.02239506	
     20414	-0.01337572	0.02076892	-0.02368353	0.04943754	
     20415	-0.01079876	-0.00210154	0.08003887	0.06071171	
     20416	-0.00371214	0.08132734	0.08326006	0.03075462	
     20417	0.00917263	0.12223649	0.14414061	-0.14673307	
     20418	0.00337448	0.13802034	0.07907251	-0.21888776	
     20419	0.01303806	0.00659567	-0.08617466	-0.25786417	
     20420	0.02527859	-0.11935294	0.11289503	-0.19150763	
     20421	0.06425502	-0.17926710	0.08261582	-0.14673307	
     20422	-0.00049095	-0.08069863	0.09646695	0.01142746	
     20423	-0.01434208	0.03268733	0.08744761	0.16346776	
     20424	-0.00628909	0.05137025	0.07101953	0.24142065	
     20425	-0.01724115	-0.05106367	0.05749052	0.18086221	
     20426	-0.03366923	-0.07651108	0.06103383	0.07359648	
     20427	-0.03141439	-0.07522261	0.07198588	0.04202879	
     20428	-0.04880883	-0.08198711	0.11708258	-0.02787108	
     20429	-0.03689042	-0.11870870	0.08454854	0.12030378	
     20430	-0.02336141	0.24399760	0.13544338	0.06489926	
     20431	0.02753343	-0.03399135	0.07198588	-0.21276749	
     20432	0.07810615	-0.17701227	-0.03044804	-0.07071294	
     20433	0.09582271	-0.05589545	-0.06459267	0.02399011	
     20434	0.09421211	-0.08134287	-0.12579532	0.13383279	
     20435	0.07005317	0.08841397	-0.08037651	-0.01401996	
     20436	0.03043250	0.12352497	-0.03302499	-0.10904512	
     20437	0.02753343	0.01722561	-0.04848671	-0.08263135	
     20438	0.01207170	0.04074032	-0.02368353	0.00820627	
     20439	-0.04623188	0.06135595	0.00305236	-0.02626049	
     20440	-0.07908804	-0.00725545	0.01786985	0.01754773	
     20441	-0.09648247	-0.00983241	0.04943754	-0.03560194	
     20442	-0.09422764	0.00208601	0.04009608	0.20405480	
     20443	-0.09004009	-0.00081307	-0.00113519	0.22595892	
     20444	-0.04687612	-0.11323267	0.04041820	0.09324576	
     20445	0.03365369	-0.10807877	-0.01305360	0.02366799	
     20446	0.07681767	-0.04075585	-0.02014022	-0.00789969	
     20447	0.10129874	-0.01466419	-0.02561625	-0.00596698	
     20448	0.12771252	-0.04623188	-0.01563055	-0.01466419	
     20449	0.13383279	-0.01949598	-0.01176512	-0.04333281	
     20450	0.02978826	-0.06137148	-0.01337572	0.02173528	
     20451	0.01303806	-0.15381969	-0.00596698	-0.02464989	
     20452	0.01819197	0.00756203	-0.00435638	-0.03238075	
     20453	0.02302376	0.05233661	-0.00628909	-0.14061280	
     20454	0.00981687	0.03300945	-0.03334711	-0.30779263	
     20455	0.01754773	0.00595144	-0.04558764	-0.36319711	
     20456	-0.02464989	0.07649555	-0.01305360	-0.02336141	
     20457	-0.00274578	-0.07071294	-0.02883744	0.34482097	
     20458	-0.00918817	-0.02787108	-0.06072724	0.55838619	
     20459	-0.04623188	0.08422642	-0.04590976	0.04879330	
     20460	-0.04107797	0.10709689	-0.01434208	0.40344671	
     20461	-0.06137148	0.09260152	0.11514987	0.11321715	
     20462	-0.05492910	0.06715410	0.14671756	-0.14898790	
     20463	-0.08714102	0.08809185	-0.10421333	0.13608762	
     20464	-0.09680459	0.10419781	0.02817766	-0.06427055	
     20465	-0.10099214	0.11418351	-0.08198711	-0.18313253	
     20466	-0.08714102	0.10806324	-0.12418472	-0.42601033	
     20467	-0.04945307	-0.02336141	-0.10517969	-0.23177252	
     20468	-0.00596698	-0.10840088	0.06650986	0.02656707	
     20469	0.00176389	-0.04719824	0.05459144	0.64761331	
     20470	0.02946614	-0.07908804	0.05555780	0.25205059	
     20471	0.04975965	-0.05782817	-0.07006870	-0.28170098	
     20472	0.03784124	-0.03399135	0.00273024	-0.20245968	
     20473	0.02721131	-0.03366923	0.20920871	-0.06749175	
     20474	-0.01369784	-0.01369784	0.29006067	0.18021797	
     20475	-0.00210154	-0.03044804	0.18859307	0.03558641	
     20476	0.00595144	-0.02722684	0.07069741	-0.04848671	
     20477	-0.00628909	0.00466296	-0.14061280	-0.04075585	
     20478	0.01980256	0.01174958	-0.37704823	-0.06523691	
     20479	0.02495647	0.04363939	-0.17894498	0.02882190	
     20480	0.00788415	0.10355357	-0.13545890	0.04009608	
     20481	0.01013899	0.06232231	0.10741901	-0.21695504	
     20482	-0.01240936	0.07713979	-0.01659691	-0.01724115	
     20483	-0.00016883	0.10033238	-0.06620327	0.00917263	
     20484	0.00111965	0.06232231	0.00273024	0.04621634	
     20485	-0.03753466	-0.08263135	0.22048289	0.10097662	
     20486	-0.01627479	-0.06137148	0.22370408	-0.12031929	
     20487	-0.01273148	-0.05718393	0.06940893	-0.07586685	
     20488	-0.00951029	-0.05815029	0.03655277	0.03139886	
     20489	-0.01627479	0.09678907	0.11547199	-0.19795001	
     20490	-0.00177943	0.08293794	0.04653846	-0.23145040	
     20491	-0.02722684	0.02849978	-0.09132857	-0.00467850	
     20492	-0.00725545	0.00434084	-0.11870870	0.27169987	
     20493	-0.00564486	-0.05718393	-0.17572379	0.20437692	
     20494	-0.00339002	0.00820627	-0.24755636	0.02721131	
     20495	-0.00661121	-0.07651108	-0.23853702	0.07971675	
     20496	-0.00339002	-0.06265996	-0.12192989	0.07037529	
     20497	-0.00661121	-0.01724115	-0.06910234	-0.02110658	
     20498	0.00498508	-0.01724115	-0.13094923	-0.03399135	
     20499	0.01400442	0.06071171	0.00852839	-0.04043373	
     20500	0.02366799	0.05910111	0.29231551	0.00401872	
     20501	-0.00596698	0.04847118	0.48397658	-0.08005440	
     20502	0.00627356	-0.01981810	0.57481429	-0.03044804	
     20503	0.01464866	-0.04333281	0.24206488	-0.01820751	
     20504	0.03011038	-0.08456406	-0.00596698	-0.06555903	
     20505	0.02044680	-0.03560194	-0.32293223	-0.01498631	
     20506	0.03655277	0.02946614	-0.33871606	-0.06749175	
     20507	0.02849978	0.01464866	-0.54358377	-0.07006870	
     20508	0.00240812	0.04138455	-0.23692643	-0.29200880	
     20509	0.02076892	0.07713979	-0.15704088	-0.36351923	
     20510	0.05201449	-0.03334711	-0.07941016	0.07295224	
     20511	0.05362509	-0.17121412	0.09485635	0.45273099	
     20512	0.03655277	-0.15575240	0.20695388	0.36704721	
     20513	0.03719700	-0.07651108	0.04589422	0.11676047	
     20514	-0.01434208	0.12384709	-0.09970367	0.11740470	
     20515	-0.03270287	0.11321715	-0.09873731	-0.04623188	
     20517	-0.04752036	-0.00628909	0.00788415	-0.03946738	
     20517	-0.04236645	-0.04397704	0.18054009	-0.06459267	
     20518	-0.00467850	-0.19472882	0.18730460	-0.13191558	
     20519	-0.01112088	-0.04945307	0.09163516	-0.13706949	
     20520	-0.02110658	0.13190007	0.02978826	-0.04784247	
     20521	-0.01563055	0.13512127	-0.11065572	0.01464866	
     20522	0.00562932	0.07746191	-0.10840088	0.18054009	
     20523	-0.00596698	-0.09841519	0.00273024	0.02205740	
     20524	-0.03882314	-0.05492910	0.06232231	-0.20857994	
     20525	-0.04558764	0.12223649	0.15766962	-0.00951029	
     20526	-0.09229492	0.21597322	0.12159225	-0.18828644	
     20527	-0.07490049	0.04235091	-0.05041943	0.25817085	
     20528	-0.03914526	-0.06878022	0.02688919	0.23111283	
     20529	0.00079753	-0.05815029	0.06489926	0.00949475	
     20530	0.04879330	-0.03302499	-0.05750605	0.05330297	
     20531	0.03719700	0.00627356	-0.05718393	-0.12482896	
     20532	0.05104813	-0.05911665	-0.01208724	-0.12482896	
     20534	0.01464866	0.22305984	0.00240812	0.02978826	
     20534	0.01336018	0.10065450	0.03107674	0.14059729	
     20536	0.00401872	-0.04816459	0.00788415	0.10838536	
     20536	0.02141316	-0.12772804	0.02849978	0.07263012	
     20537	0.08229370	-0.16670445	0.02882190	0.09517847	
     20538	0.11772682	-0.09454976	0.04074032	0.00401872	
     20540	0.09839967	-0.11742022	-0.02851532	-0.02207294	
     20541	0.09743331	-0.06588115	-0.04462128	-0.20439239	
     20541	0.06554350	-0.03624618	-0.01852963	-0.48560235	
     20543	0.01303806	0.02302376	-0.09068433	-0.14383399	
     20544	-0.02593837	0.04524999	-0.02368353	0.23143495	
     20545	-0.02207294	-0.06394844	0.02914402	0.31454175	
     20546	-0.00467850	0.01013899	0.00434084	-0.05943877	
     20547	-0.03431347	0.04170667	0.01786985	-0.05460698	
     20548	-0.02529413	-0.04365492	0.04814906	0.01690349	
     20549	-0.00242366	-0.14512247	0.05072601	0.21275202	
     20550	0.00852839	-0.06684751	0.05072601	0.13157795	
     20551	-0.03592406	0.08776973	0.09356788	-0.06716963	
     20552	-0.03978949	-0.03527983	0.07391860	0.15380419	
     20553	-0.01273148	-0.03689042	0.05072601	-0.11967506	
     20554	-0.00854393	0.02592283	-0.19633942	-0.05847241	
     20555	-0.01885174	0.05491356	-0.16573810	0.02109104	
     20556	-0.01047664	0.12191437	0.00562932	-0.09905943	
     20557	0.00144177	0.10258722	0.00337448	-0.16026207	
     20558	0.01497078	0.07263012	-0.06169360	-0.18409889	
     20559	0.05362509	0.00369660	-0.08327559	0.05877899	
     20560	0.04331727	0.02205740	-0.00081307	-0.05170791	
     20561	-0.04301069	0.02302376	0.00949475	-0.00113519	
     20562	-0.08681890	-0.05267426	0.15573690	-0.06588115	
     20563	-0.04655400	-0.06974658	0.17152075	-0.05299638	
     20564	-0.06910234	-0.07973228	0.07069741	0.06167807	
     20565	-0.06008300	-0.00242366	-0.03044804	0.16153505	
     20566	-0.04268857	0.06650986	0.05201449	0.22177137	
     20567	-0.00983241	0.10355357	0.11740470	0.09839967	
     20568	-0.02175082	0.04814906	-0.10904512	0.01400442	
     20569	-0.02175082	-0.07651108	-0.21405597	-0.07393413	
     20570	0.00820627	-0.06459267	-0.20503663	-0.35707685	
     20571	0.04363939	0.05620204	-0.25271026	-0.26044112	
     20572	0.02012468	0.08036099	0.00949475	0.00562932	
     20573	-0.00177943	0.05201449	0.15026087	0.25494966	
     20574	-0.04107797	0.05298085	0.17313134	0.38798498	
     20575	-0.06845810	0.01303806	0.11547199	0.32098413	
     20576	-0.02142870	-0.01756327	0.05040389	0.05104813	
     20577	-0.02851532	-0.00242366	-0.16187267	-0.24369093	
     20578	-0.02819320	-0.02239506	-0.10002579	-0.31713409	
     20579	-0.01337572	-0.01015453	0.10548629	0.07327436	
     20580	0.01432654	0.00240812	0.05008177	0.02463435	
     20581	0.02270164	0.05201449	0.04975965	-0.04365492	
     20582	0.04074032	0.03912972	0.01013899	-0.21341173	
     20583	0.01915833	0.03687488	-0.01563055	-0.49075625	
     20584	0.01819197	-0.01305360	-0.25689781	-0.22694073	
     20585	0.01142746	-0.08037651	-0.15253121	0.40248035	
     20586	0.02334588	0.03236521	0.00434084	0.19954513	
     20587	0.00401872	0.05910111	0.05684628	0.23401190	
     20588	-0.00081307	-0.02336141	0.00498508	0.21661746	
     20589	0.00917263	0.02817766	0.06361078	0.09807755	
     20590	0.02592283	0.05169237	0.05330297	0.19825665	
     20591	0.00949475	-0.11355479	0.08680337	0.03784124	
     20592	-0.03270287	-0.09777095	0.18633824	-0.03399135	
     20593	-0.04526552	-0.04365492	0.23175707	-0.04397704	
     20594	-0.05525122	-0.01756327	0.15090511	-0.01852963	
     20595	-0.02593837	0.07424072	0.16217929	0.06361078	
     20596	-0.00210154	0.13576550	-0.02883744	-0.00145731	
     20597	-0.01047664	0.05749052	-0.18119982	0.00208601	
     20598	-0.01434208	0.01786985	-0.28943184	-0.20825782	
     20599	0.03558641	-0.01949598	-0.03946738	-0.20986842	
     20600	0.02399011	-0.12160777	-0.06813598	-0.13771373	
     20601	0.03011038	-0.19956061	-0.22661862	0.08938033	
     20602	0.02946614	-0.18667584	-0.12966075	0.05330297	
     20603	0.04235091	-0.07973228	-0.16895929	-0.20052697	
     20604	0.02946614	0.06200019	0.04589422	-0.36770678	
     20605	0.01239382	0.13028948	0.41343241	-0.17314684	
     20606	0.00691779	0.15187147	0.37026841	0.28909431	
     20607	-0.00081307	0.15799174	0.25140635	0.42696143	
     20608	-0.01917386	0.16346776	0.11740470	-0.03527983	
     20609	-0.01079876	0.06393290	-0.14222340	0.07552920	
     20610	0.00337448	-0.00210154	-0.37640400	0.12513557	
     20611	0.01303806	-0.03431347	-0.22017623	0.01497078	
     20612	0.04653846	-0.08198711	-0.20696935	-0.10743453	
     20613	0.03848548	-0.17346896	-0.16251691	-0.10389122	
     20614	0.03655277	-0.09390552	0.02753343	-0.05364062	
     20615	0.01819197	-0.00210154	0.02882190	-0.05557334	
     20616	0.00144177	-0.06394844	0.01722561	-0.04268857	
     20617	-0.02175082	0.09904390	0.11064020	0.04235091	
     20618	-0.00789969	0.03333157	0.07907251	0.00723991	
     20619	-0.03495771	0.01786985	0.05298085	-0.05299638	
     20620	-0.02787108	-0.05428486	-0.04429916	-0.16187267	
     20621	-0.00435638	0.01915833	-0.02432777	-0.05621757	
     20622	-0.02078446	0.08776973	-0.10550181	-0.00467850	
     20623	-0.01273148	0.09775543	-0.10582393	0.13608762	
     20624	-0.03238075	0.06457714	0.01754773	0.22241560	
     20625	-0.03399135	-0.08714102	0.20373268	0.31421963	
     20626	0.01625925	-0.11387691	0.27556530	-0.09068433	
     20626	0.00949475	-0.11870870	0.00723991	-0.10743453	
     20627	0.00176389	0.03494217	-0.05621757	-0.07039082	
     20628	0.03172098	-0.03721254	-0.00403426	-0.07232353	
     20629	0.03558641	0.00240812	-0.01627479	-0.27686920	
     20630	0.03751912	0.04074032	-0.04075585	-0.38123578	
     20631	0.03172098	-0.00210154	-0.00886605	-0.06781387	
     20632	0.02721131	-0.05299638	0.03816336	0.18923731	
     20633	-0.02046234	0.01078323	-0.02432777	0.41665361	
     20634	0.00691779	-0.05718393	-0.14963214	0.14317425	
     20635	0.02946614	-0.20890206	-0.12611744	0.02205740	
     20636	-0.00081307	-0.15929571	-0.05267426	0.01078323	
     20637	-0.00564486	-0.19279611	0.02688919	0.08261582	
     20638	0.02624495	0.02109104	0.09839967	-0.10743453	
     20639	-0.00725545	0.08164946	0.10129874	0.10065450	
     20640	-0.00306790	-0.00918817	0.01336018	0.11289503	
     20641	-0.01563055	0.08197158	0.04782694	0.14059729	
     20642	-0.01981810	0.22434832	0.06973105	0.09582271	
     20643	-0.01079876	0.28812796	0.08873609	0.02882190	
     20644	-0.02207294	0.20663176	0.07552920	-0.01724115	
     20645	-0.04140009	0.08970244	0.02560071	-0.05074155	
     20646	-0.05396274	0.08003887	-0.08714102	0.00079753	
     20647	-0.00693333	-0.06620327	-0.03978949	-0.10872300	
     20648	0.03945184	-0.24787848	0.00176389	-0.06845810	
     20649	0.06328866	-0.35031235	0.03590853	-0.03592406	
     20650	0.02721131	-0.09326128	0.01207170	-0.11419903	
     20651	0.01915833	0.00981687	-0.05041943	0.00498508	
     20652	0.03011038	-0.01240936	0.01883621	0.08068310	
     20653	0.02399011	-0.02561625	0.03268733	-0.02046234	
     20654	0.02399011	-0.04204433	-0.03366923	-0.16928141	
     20655	0.01207170	-0.00113519	-0.02400565	-0.10324698	
     20656	-0.00113519	-0.00049095	-0.03560194	-0.04526552	
     20657	-0.02336141	0.00305236	-0.05653969	0.12094802	
     20658	-0.02754896	0.13351067	-0.03173651	0.03429793	
     20659	-0.02142870	0.09131304	-0.00435638	-0.00661121	
     20660	0.00756203	-0.01724115	-0.00210154	-0.13030499	
     20661	-0.00467850	0.02688919	0.06489926	-0.11999717	
     20662	-0.01627479	0.05104813	0.04492787	0.00820627	
     20663	-0.02754896	0.04879330	0.04847118	0.21822805	
     20664	0.00176389	0.00723991	0.14381849	0.01078323	
     20665	-0.00210154	0.02205740	0.17892949	0.09453423	
     20666	-0.01112088	0.03462005	0.17377558	-0.02561625	
     20667	-0.03463559	0.04331727	0.13286643	-0.01337572	
     20668	-0.04977519	0.03043250	0.06006747	0.08905821	
     20669	-0.05847241	0.01658137	-0.20535875	0.00530720	
     20670	-0.03914526	-0.01949598	-0.23563795	-0.15575240	
     20671	-0.02110658	-0.00789969	-0.06201572	-0.22436378	
     20672	-0.00661121	0.01722561	-0.06974658	-0.03173651	
     20673	-0.01949598	0.01078323	-0.16058419	0.21919441	
     20674	-0.00500062	0.01013899	-0.07618896	0.24367548	
     20675	0.00305236	0.02205740	-0.05009731	0.13705398	
     20676	0.01110534	-0.01337572	-0.01208724	0.04170667	
     20677	-0.01208724	-0.01112088	-0.14254552	-0.06137148	
     20678	-0.01176512	-0.00661121	-0.13610313	-0.10646817	
     20679	0.01110534	0.04460575	-0.03592406	-0.22919557	
     20680	0.01368230	0.03816336	0.10129874	-0.53585292	
     20681	-0.00177943	0.04524999	-0.06427055	0.12932312	
     20682	-0.01466419	0.11064020	0.08970244	0.28361828	
     20683	-0.05653969	0.05491356	0.34063342	-0.03817890	
     20684	-0.01273148	-0.28492218	0.49589500	-0.38542333	
     20685	-0.02175082	0.00015329	0.25430542	-0.00274578	
     20686	-0.03882314	0.06361078	0.00949475	0.36511450	
     20687	-0.03238075	0.07649555	-0.16444962	0.42824991	
     20688	-0.01724115	0.09453423	-0.24497941	0.13190007	
     20689	0.01336018	0.04879330	-0.55968972	0.16089081	
     20690	-0.01627479	0.01400442	-0.20374816	-0.19827213	
     20691	-0.03141439	-0.04397704	-0.11742022	-0.17797862	
     20692	0.00917263	-0.06265996	-0.02883744	0.11676047	
     20693	0.05523568	-0.12933863	-0.00918817	0.26912291	
     20694	0.05974535	-0.12676168	0.11353927	0.04589422	
     20695	0.07391860	-0.08778526	0.06554350	-0.05299638	
     20696	0.07359648	0.01013899	-0.06652539	-0.09326128	
     20697	0.05587992	-0.01595267	0.02656707	0.01754773	
     20698	0.02560071	-0.03689042	0.01593713	0.02076892	
     20699	0.00852839	-0.01917386	-0.01917386	-0.17894498	
     20700	-0.01144300	-0.01369784	-0.06942446	-0.10775665	
     20701	-0.02400565	0.00659567	-0.03044804	-0.05041943	
     20702	-0.01273148	0.10033238	0.04718270	-0.13352618	
     20703	-0.01112088	0.09807755	-0.00628909	-0.29039820	
     20704	-0.01305360	0.06135595	0.07810615	-0.38510121	
     20705	-0.03721254	0.07456284	0.03462005	0.03172098	
     20706	0.01368230	-0.03302499	0.20856447	0.22209348	
     20707	0.05426932	-0.16026207	0.23401190	0.14188577	
     20708	0.05910111	-0.11838658	0.22241560	0.09904390	
     20709	0.04009608	-0.04880883	0.13898670	0.08454854	
     20710	0.02237952	-0.08681890	0.05040389	-0.02915956	
     20711	0.00079753	0.10838536	-0.05170791	-0.06974658	
     20712	-0.00789969	0.19890089	-0.27525860	0.01883621	
     20713	-0.03721254	0.13834246	-0.19182975	0.11450563	
     20714	-0.02626049	-0.13030499	-0.20439239	-0.24465729	
     20715	-0.06072724	-0.10002579	-0.15253121	-0.18248829	
     20716	-0.04429916	0.00852839	-0.01176512	0.07810615	
     20717	-0.01756327	-0.01563055	0.08809185	0.37155688	
     20718	-0.00016883	-0.02883744	0.10677477	0.08293794	
     20719	0.05684628	-0.03109228	0.00949475	0.02012468	
     20720	0.05942323	-0.12676168	0.01400442	0.01110534	
     20721	0.02753343	-0.08649678	0.00723991	0.02044680	
     20722	0.04138455	0.03462005	0.03784124	-0.00049095	
     20723	0.05265873	0.08036099	0.01110534	-0.00339002	
     20724	0.03558641	-0.00306790	0.04492787	-0.01015453	
     20725	0.04074032	-0.15059850	0.00756203	-0.03173651	
     20726	-0.00951029	0.00305236	0.01303806	0.02044680	
     20727	-0.03334711	0.01497078	0.07198588	0.04202879	
     20728	0.00208601	-0.07586685	0.12771252	-0.21856564	
     20729	-0.03334711	-0.00951029	0.07585132	-0.05331850	
     20730	-0.06104936	0.00788415	-0.16831505	-0.04236645	
     20731	-0.07425625	-0.00081307	-0.05299638	0.05362509	
     20732	-0.04752036	-0.00789969	-0.01401996	0.13769822	
     20733	0.00176389	-0.06878022	-0.01627479	-0.05943877	
     20734	-0.00049095	0.06779833	0.01497078	-0.02497201	
     20735	0.02882190	0.08261582	0.00820627	0.05813476	
     20736	0.02109104	0.04814906	0.03043250	0.22660316	
     20737	0.02012468	0.04621634	0.15799174	-0.03527983	
     20738	0.01400442	0.05749052	-0.03173651	-0.20310392	
     20739	0.00659567	0.03011038	-0.15607452	-0.22371954	
     20740	-0.00983241	0.06715410	-0.05847241	0.08261582	
     20741	0.01915833	0.04686058	-0.00306790	0.30069061	
     20742	0.04492787	0.02688919	0.04718270	-0.09036221	
     20743	0.03365369	-0.12354049	-0.07393413	-0.17250260	
     20744	-0.00371214	-0.02593837	-0.08585254	-0.00242366	
     20745	-0.03334711	0.10097662	0.06264443	0.21242990	
     20746	-0.04816459	0.06522138	0.10097662	0.04202879	
     20747	-0.02948168	-0.00371214	0.00047541	-0.30231661	
     20748	-0.03560194	-0.03431347	-0.12933863	-0.07264565	
     20749	-0.03302499	0.07327436	-0.05106367	0.01271594	
     20750	-0.04429916	0.11998166	0.09227940	0.06747621	
     20751	-0.03109228	0.02721131	0.02076892	0.06779833	
     20752	0.00852839	-0.02690473	0.00659567	0.15090511	
     20753	0.02431223	-0.08842949	0.08454854	-0.03238075	
     20754	0.04847118	-0.10453545	-0.08617466	-0.23209464	
     20755	0.05330297	-0.02561625	-0.13803585	-0.57966110	
     20756	0.01142746	0.03880760	-0.12321837	-0.39605326	
     20757	-0.00274578	0.03494217	0.03655277	0.09002456	
     20758	-0.00435638	0.04267303	0.13769822	0.49943832	
     20759	-0.01144300	-0.02561625	0.06232231	0.45498582	
     20760	-0.00467850	0.00305236	0.05298085	0.18827095	
     20761	-0.00789969	-0.01176512	0.07617343	0.18762671	
     20762	-0.01369784	-0.03205863	-0.03173651	0.05104813	
     20763	-0.02142870	-0.01595267	0.00111965	0.08003887	
     20764	-0.01305360	-0.02883744	0.18988155	0.06393290	
     20765	-0.00918817	-0.05525122	0.16733320	-0.09036221	
     20766	-0.01015453	-0.04558764	0.03623065	0.00691779	
     20767	-0.00242366	0.03462005	-0.03109228	0.04524999	
     20768	0.02753343	0.05845687	-0.13932433	-0.00113519	
     20769	0.03623065	0.04235091	-0.14029068	-0.01176512	
     20770	0.03043250	0.03494217	-0.15253121	0.01400442	
     20771	0.03204310	-0.01079876	-0.04043373	-0.01047664	
     20772	-0.00210154	-0.00500062	-0.07747744	-0.02658261	
     20773	-0.01820751	-0.00822181	-0.07296777	-0.12676168	
     20774	-0.02303929	-0.04816459	0.04396151	-0.07586685	
     20775	-0.03978949	0.03462005	0.15315995	-0.07715532	
     20776	-0.04816459	0.07713979	0.01786985	-0.08456406	
     20777	-0.03624618	0.01271594	-0.04784247	-0.19633942	
     20778	-0.03366923	-0.00049095	-0.09809307	-0.06137148	
     20779	-0.05138579	0.01690349	0.01046111	0.28265193	
     20780	-0.06781387	0.01851409	0.04170667	0.10838536	
     20781	-0.06813598	0.06038959	0.10870748	0.20308844	
     20782	-0.04977519	0.05749052	0.03687488	-0.03463559	
     20783	-0.00951029	0.03816336	-0.02336141	-0.13868009	
     20784	0.02237952	0.04396151	-0.05976089	0.02978826	
     20785	0.05008177	0.06296654	-0.23982550	-0.12192989	
     20786	0.06361078	0.01013899	-0.23016193	-0.06845810	
     20787	0.07617343	-0.00435638	-0.08681890	0.05265873	
     20788	0.06232231	-0.05718393	0.10419781	0.19890089	
     20789	0.06586562	-0.09616036	0.06296654	0.05040389	
     20790	0.02237952	-0.15349757	0.05330297	0.03075462	
     20791	-0.01015453	-0.15285333	0.15026087	-0.06555903	
     20792	-0.00983241	-0.15543028	0.10290934	-0.06878022	
     20793	-0.02561625	-0.12611744	0.09614483	-0.09873731	
     20794	0.00144177	-0.06330420	0.07069741	-0.04623188	
     20795	0.00820627	-0.03334711	-0.06974658	-0.03592406	
     20796	0.00434084	-0.04913095	-0.15607452	-0.07135718	
     20797	-0.03399135	-0.00467850	0.03462005	-0.18377677	
     20798	-0.06169360	0.00981687	0.11869318	-0.06588115	
     20799	-0.01144300	0.01174958	0.03880760	0.15573690	
     20800	0.02978826	0.07134165	0.01593713	0.19117003	
     20801	0.02109104	0.01786985	-0.00274578	-0.16251691	
     20802	-0.00435638	0.03880760	-0.14190128	-0.12772804	
     20803	-0.00177943	0.12320285	-0.10067002	0.06554350	
     20804	0.01110534	0.06683198	0.02302376	0.12964524	
     20805	0.00015329	-0.00274578	0.02141316	0.04363939	
     20806	0.00659567	-0.03914526	0.01303806	-0.13449254	
     20807	0.01400442	0.20179997	0.08293794	-0.05331850	
     20808	-0.02690473	0.16378988	0.16217929	0.21790593	
     20809	-0.04075585	0.15348207	0.03751912	-0.13094923	
     20810	-0.04043373	0.22467044	-0.13771373	-0.52683358	
     20811	-0.02175082	-0.07167930	-0.10228062	-0.36674042	
     20812	-0.00081307	-0.06298208	-0.00339002	0.26719020	
     20813	0.02399011	-0.08810738	0.03075462	0.86311137	
     20814	0.02753343	-0.15092062	0.20566540	0.19471334	
     20815	0.04235091	-0.11355479	0.17796313	-0.01176512	
     20816	0.04331727	-0.09712671	0.09389000	-0.01112088	
     20817	0.02656707	-0.10131426	-0.04075585	0.02012468	
     20818	0.00305236	0.05910111	-0.10582393	0.05008177	
     20819	0.01980256	0.06425502	-0.23757067	-0.00596698	
     20820	0.00176389	0.21822805	-0.20761359	-0.03302499	
     20821	0.00466296	0.05298085	-0.09680459	0.02592283	
     20822	0.00917263	-0.13610313	-0.00822181	0.04299515	
     20823	0.02302376	-0.17314684	-0.03817890	0.01464866	
     20824	0.05845687	-0.11419903	-0.01208724	-0.10775665	
     20825	0.04202879	-0.02239506	0.05394721	-0.10292486	
     20826	0.02463435	0.04524999	0.06940893	-0.10421333	
     20827	0.01625925	0.07746191	0.06812045	-0.04204433	
     20828	0.00337448	0.07391860	-0.04494340	0.09131304	
     20829	-0.01401996	-0.07457837	0.00820627	0.00595144	
     20830	-0.02400565	-0.11613174	0.00981687	-0.03173651	
     20831	-0.03044804	-0.06974658	0.02495647	-0.02883744	
     20832	-0.02207294	-0.09970367	0.01722561	-0.04752036	
     20833	-0.02658261	0.02592283	0.00369660	0.01142746	
     20834	-0.03978949	0.07069741	-0.01530843	0.01400442	
     20835	-0.03721254	0.04750482	0.03268733	0.02109104	
     20836	-0.01852963	0.10033238	0.08036099	-0.05009731	
     20837	-0.02110658	0.08132734	0.11579411	0.00949475	
     20838	-0.00306790	0.08164946	0.02044680	0.00627356	
     20839	0.03558641	0.01336018	-0.03334711	-0.07844380	
     20840	0.03558641	-0.03785678	-0.08198711	-0.26172960	
     20841	0.04299515	-0.03624618	-0.05976089	-0.08971797	
     20842	0.05426932	-0.05138579	0.00852839	-0.01530843	
     20843	0.06264443	-0.05525122	0.02076892	0.31679658	
     20844	0.05942323	-0.02497201	0.04074032	0.18955943	
     20845	0.03429793	-0.01112088	0.07456284	0.20308844	
     20846	-0.01273148	0.01851409	0.01271594	0.04750482	
     20847	-0.03656830	-0.00661121	-0.06942446	-0.07941016	
     20848	-0.03689042	0.00885051	-0.12805015	-0.15575240	
     20849	-0.02529413	0.03751912	-0.05106367	-0.02432777	
     20850	-0.03366923	0.04074032	0.09389000	-0.04623188	
     20851	-0.05750605	0.06167807	0.10129874	0.05137025	
     20852	-0.07006870	0.02302376	-0.00564486	0.02624495	
     20853	-0.07941016	-0.02593837	-0.01434208	0.01400442	
